model_label,model_source,weight_path,subset,images,precision,recall,mAP50,mAP50_95,save_dir
nano_split_1250,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_1250\weights\best.pt,valid,1093,0.9008715196469962,0.8730184278433378,0.9488519446544932,0.8948221484825193,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_1250_valid
nano_split_1250,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_1250\weights\best.pt,all,10921,0.8959124996124667,0.8659344045645704,0.9416230177251066,0.8881917367786343,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_1250_all
nano_split_1500,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_1500\weights\best.pt,test,2190,0.916440471363781,0.8510579552724797,0.9457957277210548,0.8925267931344351,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_1500_test
nano_split_1500,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_1500\weights\best.pt,train,7638,0.9102386391351436,0.8698200779027739,0.95004463160309,0.8974058924403426,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_1500_train
nano_split_1500,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_1500\weights\best.pt,valid,1093,0.900733104607752,0.8902556440497977,0.9533638732757588,0.8968593549799777,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_1500_valid
nano_split_1500,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_1500\weights\best.pt,all,10921,0.90606276910177,0.8706058348340987,0.9486971734664136,0.8956009456597442,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_1500_all
nano_split_1750,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_1750\weights\best.pt,test,2190,0.9027263241087554,0.8718844597498934,0.9475235965067256,0.8926398481347175,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_1750_test
nano_split_1750,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_1750\weights\best.pt,train,7638,0.8990834234748125,0.8819546810797623,0.9539973262233185,0.905941586612789,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_1750_train
nano_split_1750,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_1750\weights\best.pt,valid,1093,0.9008758663958746,0.8943521974105263,0.9548194247522788,0.903753141703044,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_1750_valid
nano_split_1750,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_1750\weights\best.pt,all,10921,0.9050908640754572,0.8739792714624085,0.952192612917283,0.9023335696487388,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_1750_all
nano_split_2000,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_2000\weights\best.pt,test,2190,0.9044463991073984,0.8737527502966905,0.9468023469110034,0.9003375450536679,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_2000_test
nano_split_2000,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_2000\weights\best.pt,train,7638,0.8943778750013894,0.8915533247527158,0.9554352985359128,0.9094037539523318,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_2000_train
nano_split_2000,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_2000\weights\best.pt,valid,1093,0.9102087035965388,0.8919027046085907,0.957258060027039,0.9100266339214148,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_2000_valid
nano_split_2000,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_2000\weights\best.pt,all,10921,0.9009462831924472,0.8838008152689455,0.9529905988489432,0.9068994190799664,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_2000_all
nano_split_3000,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_3000\weights\best.pt,test,2190,0.9201490159432022,0.8696790151165037,0.954560289588628,0.911506842103916,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_3000_test
nano_split_3000,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_3000\weights\best.pt,train,7638,0.9213128092418684,0.8874451326130451,0.9614380359163296,0.9202519770196688,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_3000_train
nano_split_3000,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_3000\weights\best.pt,valid,1093,0.912245431502997,0.8995607192122899,0.9634481835825248,0.9174069363985624,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_3000_valid
nano_split_3000,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_3000\weights\best.pt,all,10921,0.9189597036812972,0.8832265351128489,0.959617362679712,0.9175154194060188,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_3000_all
nano_split_4000,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_4000\weights\best.pt,test,2190,0.915469011914158,0.8920144653673393,0.957594297192518,0.919463538368142,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_4000_test
nano_split_4000,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_4000\weights\best.pt,train,7638,0.9188089156657746,0.9013353230812698,0.9656427877344644,0.9305790308528572,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_4000_train
nano_split_4000,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_4000\weights\best.pt,valid,1093,0.9182749195036528,0.9059746128643196,0.966716204632078,0.9260828691235936,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_4000_valid
nano_split_4000,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_4000\weights\best.pt,all,10921,0.9175640517405412,0.8990513537837908,0.9635758023797606,0.9271869139335776,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_4000_all
nano_split_100,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_100\weights\best.pt,test,2190,0.3589771676018836,0.4247426629112195,0.4545665372982685,0.41571151177006194,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_100_test
nano_split_100,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_100\weights\best.pt,train,7638,0.36098495028509886,0.42988988448325616,0.44633499978755825,0.40613969045514037,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_100_train
nano_split_100,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_100\weights\best.pt,valid,1093,0.3677852760167464,0.4276177133833496,0.45383765743484356,0.41266746281876304,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_100_valid
nano_split_100,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_100\weights\best.pt,all,10921,0.3645934914225613,0.4225881438169848,0.44701950837103904,0.4070878702333655,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_100_all
nano_split_200,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_200\weights\best.pt,test,2190,0.6825849080961403,0.6821898087913737,0.7331696048948658,0.6745218792943957,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_200_test
nano_split_200,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_200\weights\best.pt,train,7638,0.7123321185113921,0.675381108787635,0.7365159059232372,0.6765066999738846,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_200_train
nano_split_200,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_200\weights\best.pt,valid,1093,0.6760188426224075,0.6931582970430789,0.7313438972461467,0.6739224200692842,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_200_valid
nano_split_200,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_200\weights\best.pt,all,10921,0.6974195231761593,0.6806784960276739,0.7340640979726074,0.6742797461346312,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_200_all
nano_split_300,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_300\weights\best.pt,test,2190,0.7460319089025397,0.7626550906957758,0.8110440027996466,0.75069155711613,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_300_test
nano_split_300,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_300\weights\best.pt,train,7638,0.7960618381069354,0.7375077185236036,0.8127047636485636,0.7503756059582477,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_300_train
nano_split_300,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_300\weights\best.pt,valid,1093,0.7971062114300062,0.7519659746927182,0.8225847795711121,0.7661613003954214,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_300_valid
nano_split_300,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_300\weights\best.pt,all,10921,0.7946753483169086,0.7345636924728126,0.8121427158785398,0.7505239634984271,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_300_all
nano_split_400,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_400\weights\best.pt,test,2190,0.7564899364561897,0.7461430995969316,0.8088537970497369,0.7424938052035089,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_400_test
nano_split_400,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_400\weights\best.pt,train,7638,0.7526187468186532,0.758736342358956,0.8034487023039136,0.7349346043759551,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_400_train
nano_split_400,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_400\weights\best.pt,valid,1093,0.7494896922307338,0.756864313997568,0.8209506625729595,0.7542166594582764,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_400_valid
nano_split_400,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_400\weights\best.pt,all,10921,0.7528962036474129,0.7545242485414176,0.804945106467282,0.7369807422598457,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_400_all
nano_split_500,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_500\weights\best.pt,test,2190,0.8552434073108924,0.8038459112592887,0.8894215208662745,0.8322428157249757,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_500_test
nano_split_500,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_500\weights\best.pt,train,7638,0.8631822487366397,0.785869418097001,0.8821378166766748,0.8237981851703545,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_500_train
nano_split_500,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_500\weights\best.pt,valid,1093,0.8859414749021349,0.7784730634071279,0.8960893202132464,0.8398209764894985,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_500_valid
nano_split_500,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_500\weights\best.pt,all,10921,0.8630156446093457,0.7880830996513425,0.8840920418482717,0.8261132728638898,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_500_all
nano_split_600,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_600\weights\best.pt,test,2190,0.863172625161683,0.815976579314309,0.9004818403784244,0.8460505706264573,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_600_test
nano_split_600,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_600\weights\best.pt,train,7638,0.8677752397737691,0.8136833320095337,0.9013704744475519,0.8505869324600496,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_600_train
nano_split_600,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_600\weights\best.pt,valid,1093,0.886877694021639,0.8016319674639171,0.9034647188413089,0.8527117672844274,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_600_valid
nano_split_600,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_600\weights\best.pt,all,10921,0.8696117410680723,0.8114972412536066,0.9005450730006181,0.8489603285865044,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_600_all
nano_split_700,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_700\weights\best.pt,test,2190,0.8731892940376945,0.7964615151136001,0.8888962770449207,0.8327581492013209,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_700_test
nano_split_700,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_700\weights\best.pt,train,7638,0.8683536757610635,0.8077407768328851,0.8962609106572038,0.8425173133991264,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_700_train
nano_split_700,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_700\weights\best.pt,valid,1093,0.8741740492870852,0.7990783222535128,0.899910639622601,0.8431820995270896,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_700_valid
nano_split_700,split_training,runs\detect\results\yolo_v12\feedback_reviewer\training\nano\split_700\weights\best.pt,all,10921,0.8738753499079374,0.8006168414955722,0.8938655469979314,0.8390828782666446,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\nano_split_700_all
few_shot_model_medium-40k,few_shot_placeholder,best_model\medium-40k\best.pt,test,2190,0.6653940782295532,0.6561065129721612,0.7093774065744659,0.6043135600752375,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\few_shot_model_medium-40k_test
few_shot_model_medium-40k,few_shot_placeholder,best_model\medium-40k\best.pt,train,7638,0.6623466047076833,0.6638383158379186,0.7145972880386152,0.6126316570305036,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\few_shot_model_medium-40k_train
few_shot_model_medium-40k,few_shot_placeholder,best_model\medium-40k\best.pt,valid,1093,0.6624820277504653,0.6364447661945157,0.6972624717419377,0.588105382542489,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\few_shot_model_medium-40k_valid
few_shot_model_medium-40k,few_shot_placeholder,best_model\medium-40k\best.pt,all,10921,0.661460513461423,0.6604549174713844,0.7107044719896054,0.6073937393300102,C:\Users\abiyamf\Documents\Code Program\Thesis\new_experiment_for_feedback_reviewer\runs\detect\evaluation_results\all_dataset_evaluation\yolo_val\few_shot_model_medium-40k_all
